Herbacées
"FAMILLE","GENRE","ESPECE","SOUS_ESPECE","CULTIVAR","VARIETE","NOM_FR","DOCUMENTATION","REPARTITION","NO_INTRO","DATE_PLANTATION","PROVENANCE","LOC_CARRE_SERRE","ECOLOGIE","SYNO_INTRO","FAUX_INTRO"
"Polypodiaceae","Dryopteris","filix-mas Schott.","","","","","","Europe","Anc.coll.","","","A9 - Alpes siliceuses","","",""
"Crassulaceae","Dudleya","verityi K.M.Nakai","","","","","","USA. (Californie)","90-2802s","","Seeds?","A2 - ","","",""
"Asteraceae","Echinacea","purpurea Moench.","","","","","","Amérique du Nord","98-134s","19/04/2000","JB.Weinheim (Allemagne)","C4 - Am-du Nord","Sol leger; terre franche; plein soleil","",""
"Asteraceae","Echinacea","purpurea Moench.","","","","","","Amérique du Nord","98-1763s","26/04/2001","JB.Niagara Parks (Canada)","C4 - Am-du Nord","Sol leger; terre franche; plein soleil","",""
"Asteraceae","Echinacea","simulata McGregor","","","","","","C. Amérique du Nord","06-456s","28/03/2008","JB.Weinheim (Allemagne)","C4 - Am-du Nord","","",""
"Asteraceae","Echinops","niveus Wall.","","","","","","Himalaya occidentale","90-2055s","","JBU.Riga (Lettonie)","E1 - Himalaya","","",""
"Asteraceae","Echinops","ritro  L.","","","","","","Rég.Médit.; Oriens; As.bor","05-144s","28/03/2008","JB.Meyrin (Suisse)","C8 - Balkans","","",""
"Asteraceae","Echinops","ritro L.","","","","","","Région méditerranéenne, Orient; Asie Boréale","97-1193s*","12/07/1999","J.Alp.Meyrin (Suisse)","B3 - Alpes Calcaires","","",""
"Asteraceae","Echinops","ritro L.","","","","","","Régions méditerranéennes, Asie boréale","02-1508s*","27/03/2006","JB.Montpellier (France)","C8 - Carpates-Balkans","","",""
"Asteraceae","Echinops","sphaerocephalus L.","","","","","","Europ. Oriens, As. bor","05-1036s","27/03/2006","JB.Stadt Krefeld (Allemagne)","B4 - Pyrénées Calcaires","","",""
"Campanulaceae","Edraianthus","graminifolius A.DC.","","","","","","Italie","02-1757s","27/03/2006","JB.Göteborg (Suède)","B3 - Alpes Calcaires","","=Wahlenbergia graminifolia",""
"Campanulaceae","Edraianthus","dalmaticus A. D.C.","","","","","","Croatie (Dalmatie)","10.246s","29/03/2011","J.B. Klagenfurt (Autriche)","C8 - Carpates-Balkans","","",""
"Campanulaceae","Edraianthus","pumilio A.DC.","","","","","","","96-1415s","","JBU.Göethe de Frankfürt am Main (Allemagne)","B3 - Alpes Calcaires","","",""
"Brassicaceae","Eeysimum","pieninicum Pawl.","","","","","","Carpathes","10.492s","29/03/2011","J.B Marie Curie, Lublin (Pologne)","C8 - Carpates-Balkans","","",""
"Asteraceae","Elephantopus","tomentosus L.","","","","","","Amérique Boréale","03-1408s","","Arboretum North Baldwin (USA.Californie)","C4 - Am-du Nord","Soleil et sol sec","",""
"Onagraceae","Epilobium","dodonaei Vill.","","","","","","Fr.; Centre et Sud d' Europe, Balkans","99-380s*","26/04/2001","J.Alp.Graz (Autriche)","B3 - Alpes Calcaires","","",""
"Orchidaceae","Epipactis","helleborine Crantz.","","","","","","Europe.; Asie Boréale","Anc.coll.","","","J1 - ","","latifolia",""
"Isoetaceae","Equisetum","praealtum Raf.","","","","Prèle d'hiver","Plante possèdant de nombreuses proprièter médicinales.","Hèmisphère Nord","94-6007p","","Dr.Tauran (Sautron)","I1 - Nouvelle-Zélande","","","camchaticum"
"Poaceae","Eragrostis","trichodes Alph. Wood","","","","","","E.  Amérique","05-1955s","28/03/2008","JB.Surrey (Angleterre)","C4 - Am-du Nord","","",""
"Asteraceae","Erigeron","alpinus L.","","","","",""," Montagne Sud & C-Europe","90-2057 s","","JBU.Riga (Lettonie)","B3 - Alpes Calcaires","","",""
"Asteraceae","Erigeron","glabellus Nutt.","pubescens","","","","","?","94-2887s","","JBU.Marburg (Allemagne)","B3 - Alpes Calcaires","","",""
"Asteraceae","Erigeron","pulchellus Michx.","","","","","","Rocheuses","06-169s","02/03/2009","JB.Seattle (USA)","C4 - Am-du Nord","","",""
"Scrophulariaceae","Erinus","alpinus  L.","","","","","","Europ.","05-147s","28/03/2008","JB.Meyrin (Suisse)","B4 - Pyrénées calcaires","","",""
"Scrophulariaceae","Erinus","alpinus L.","","","","","","Nord Ouest; Nord Est de l'Espagne; centre de l'Italie; et Ouest de l'Australie","97-1163s*","12/07/1999","J.Alp.Meyrin (Suisse)","B4 - Pyrénées Calcaires","Montagne; roche; rocaille sèche","",""
"Scrophulariacaeae","Erinus","alpinus L.","","","","","","Nord Ouest; Nord Est de l'Espagne; centre de l'Italie; et Ouest de l'Australie","05-1833s","06/11/2006","JB.Bern (Suisse)","B3 - Alpes Calcaires","Montagne; roche; rocaille sèche","",""
"Asteraceae","Eriophyllum","lanatum Forbes","","","","","","Am.bor.occ.","03-1436s*","27/03/2006","Park et Arboretum de l'université de Washington USA","C4 - Am-du Nord","","",""
"Geraniaceae","Erodium","manescavi Cosson","","","","","Bielle, alt. 600m, Pyrénées","W. & C. Pyrénées","89-60s*","","INRA","B4 - Pyrénées Calcaires","","",""
"","Erodium","manescavi Cosson","","","","","","Pyrénées","01-1534s","27/03/2006","JB.Tourmalet, Barèges (France)","B4 - Pyrénées Calcaires","","",""
"Geraniaceae","Erodium","manescavi Cosson","","","","","","W. & C. Pyrénées","91-629p","","Mr.Gauthier","B4 - Pyrénées Calcaires","","",""
"Geraniaceae","Erodium","pelargonifolium","","","","","","?","89-1600p","","JB.Museum U. d'Athène (Grèce)","C4 - ","","",""
"Apiaceae","Eryngium","amethystinum L.","","","","","","Balkans, région de la mer Egée, Italie et Sicile","01-994s*","27/03/2006","Universita degli Studi dell'Aquila","B9 - Carpates-Balkans","Endroits secs","",""
"Apiaceae","Eryngium","bourgati Gouan.","","","","","","Pyrénées, Espagne, Maroc","03-1407s","27/03/2006","JBU.Göethe de Frankfürt am Main (Allemagne)","B4 - Pyrénées Calcaires","","",""
"Apiaceae","Eryngium","eburneum Decne.","","","","","","S. Am","10.97s","29/03/2011","Sichtungs garten Weinheim (Allemagne)","C4 - Am-du Nord","","",""
"Apiaceae","Eryngium","giganteum M.Bieb.","","","","","","Caucase","02-1753s","27/03/2006","JB.Göteborg (Suède)","B3 - Alpes Calcaires","","",""
"Apiaceae","Eryngium","planum L.","","","","","","Centre et SE-Europe","89-2744s","","J.Alp.Meyrin (Suisse)","C9 - Carpates-Balkans","","",""
"Apiaceae","Eryngium","tricuspidatum L.","","","varifolium Wolff.","Panicaut à feuilles variables","","Maroc","96-650s*","26/04/2001","J.Alp.Arras (France)","C3 - Péninsule Ibérique","","","varifolium"
"Apiaceae","Eryngium","tricuspidatum L.","","","","","","S-Italie et Sicile","Anc.coll.","","","E2 - Apennins","","",""
"Umbelliferae","Eryngium","tricuspidatum L.","","","","","","","Anc.coll.","","","A9 - Alpes siliceuses","","",""
"Apiaceae","Eryngium","agavifolium Griseb.","","","","","","Argentine","10.96s","29/03/2011","Sichtungs garten Weinheim (Allemagne)","I2 - Austral","","",""
"Apiaceae","Eryngium","amethystinum L.","","","","","","Balkans, région Egée, Italie et Sicile","01-300s*","08/03/2004","JB.Utrecht (Hollande)","C9 - Carpates-Balkans","Milieux secs","",""
"Brassicaceae","Erysimum","odoratum Ehrh.","","","","","","Europe tempérée: E. France jusqu'à W. Russie","10.477s","29/03/2011","Université Giessen (Allemagne)","C3 - Péninsule Ibérique","","",""
"Brassicaceae","Erysimum","pseudorhaeticum Polastchek","","","","","","","05-2440s","06/11/2006","JB.Rome (Italie)","B4 - Pyrénées Calcaires","","",""
"Brassicaceae","Erysimum","pulchellum J.Gay","","","","","","Balkans","08-576s","02/03/2009","JB.Munich (Allemagne)","C8 - Carpates-Balkans","","",""
"Liliaceae","Eucomis","bicolor Baker.","","","","","","Afrique australe","86-3556s","","JB.Arboretum der Stadt Linz (Autriche)","C3 - Péninsule Ibérique","","",""
"Liliaceae (Hyacinthaceae)","Eucomis","comosa Hort. Ex Wehrh.","","","","","","","02-233s","27/03/2006","JBU.Zürich (Suisse)","G2 - Australie","","",""
"Liliaceae (Hyacinthaceae)","Eucomis","pole-evansii N.E.Br.","","","","","","Af S. : Transvaal","03-1147s","27/03/2006","JB.Johannesburg (Afrique du Sud)","G2 - Australie","","",""
"Liliaceae","Eucomis","pole-evansii N.E.Br.","","","","","Lisananas géant""","Transvaal (Af. S.)","02-234s","08/03/2004","JBU.Zürich (Suisse)","I1 - Nouvelle-Zélande","Sol bien drainé, plein soleil, à protéger du froid","",""
"Asteraceae","Eupatorium","aromaticum L.","","","","","","Virginie-S.USA, N.Am","06-170s","28/03/2008","JB.Seattle (USA)","C4 - Am-du Nord","","",""
"Asteraceae","Eupatorium","fistulosum Barrat.","","","","","","Amérique boréale","90-2935s bis","","Réserve Bowman's Hill (U.S.A.)","B9 - Caucase","","",""
"Asteraceae","Eupatorium","fistulosum Barrat.","","","","","","","88-902s","",""," - ","","",""
"Euphorbiaceae","Euphorbia","boissieriana","","","","","","","05-2304s","","","B9 - Carpates-Balkans","","",""
"Euphorbiaceae","Euphorbia","bupleuroides Desf.","luteola Cosson","","","","","Afr.du Nord","08-538s","02/03/2009","JB.Utrecht (Hollande)","C3 - Péninsule Ibérique","","",""
"Euphorbiaceae","Euphorbia","characias L.","","","","Euphorbe characias","Espèce rustique en terrain caillouteux pauvre et sec","Région méditerranéenne, Portugal","89-2746s","","J.Alp.Meyrin (Suisse)","D2 - Chine, Japon","Garrique a Euphore","",""
"Euphorbiaceae","Euphorbia","nereidum Jahandiez & Maire","","","","","","Maroc","Anc.coll.","","","C3 - Péninsule Ibérique","","",""
"Euphorbiaceae","Euphorbia","spinosa L.","","","","","","Europ. austr.","05-250s*","27/03/2006","JB.Nice (France)","C8 - Carpates-Balkans","","",""
"Asteraceae","Euthamia","graminifolia  Nutt.","","","","","","Am.; Caroline","06-171s","28/03/2008","JB.Seattle (USA)","C4 - Am-du Nord","","",""
"Apiaceae","Falcaria","vulgaris  Bernh.","","","","","","Europ.Oriens","05-1642s","28/03/2008","JB.Vacatrot (Hongrie)","B3 - Alpes calcaires","","",""
"Broméliaceae","Fascicularia","pitcairniifolia Mes.","","","","","","Chili","Anc.coll.","","","A2 - ","","",""
"Apiaceae","Ferula","communis L.","","","","","","Méditerranée","86-725s*","","Mr.Plantiveau","A10 - ","","",""
"Poaceae","Festuca","crinum-ursi","","","","","","Azardbayjan","06-250s","06/11/2006","JB.Téhéran (Iran)","C9 - Carpates-Balkans","","",""
"Poaceae","Festuca","filiformis C.Sm.","","","","","","Iles Canaries","89-1652s*","","JBU.Liège (Belgique)","C3 - Péninsule Ibérique","","",""
"Poaceae","Festuca","hervieri Patzke.","","","","","","O-Europe, Belgique à NE-Espagne","90-2506s","","Institut B.de Montjuic (Barcelogne)","A9 - Alpes siliceuses","","",""
"Poaceae","Festuca","nigrescens Lam.","","","","","","S.W.&C.Europe","07-1735s","02/03/2009","JB.Sofia (Bulgarie)","C8 - Carpates-Balkans","","",""
"Poaceae","Festuca","saximontana Rydb.","","","","","","Amérique boréale","02-1294s*","08/03/2004","JBU.Vancouver (Canada)","C4 - Am-du Nord","Sol sableux","",""
"Poaceae","Festuca","vasconcensis Auquier & kerguélen","","","","","","SO-France & NO-Espagne","89-64s*","","INRA","B4 - Pyrénées Calcaires","","",""
"Brassicaceae","Fibigia","clypeata Medik.","","","","","","Italie, Balkans,France","10-61s","29/03/2011","Université de Postdam (Allemagne)","C8 - Carpates-Balkans","","",""
"","Filipendula","kamtschatica Pall.","","","","","","Kamtschatka","01-748s*","27/03/2006","JBU.Hokkaido (Japon)","D1 - Chine, Japon","","",""
"Rosaceae","Fragaria","indica Andr.","","","","","","Chine","Anc.coll.","","","D3G - Chine, Japon","","",""
"Rosaceae","Fragaria","virginiana Duchesne","","","","Fraise écarlate","","Est de l'Europe (à verifier)","96-2867s*","","JB.Montréal (Canada)","C4 - Am-du Nord","Ombre à mi-ombre","",""
"Rosaceae","Fragaria","virginiana Duchesne","","","","Fraise écarlate","","Amérique boréale","94-4750s","12/05/1998","JB.Mount holyoke","C4 - Am-du Nord","Ombre à mi-ombre","",""
"Rosaceae","Fragaria","virginiana Mill.","","","","","","Virginie-S.USA. N.Am","06-1672s","28/03/2008","JB.Alberta (Allemagne)","C7 - Am-du Nord","","",""
"","Francoa","appendiculata Cav.","","","","","","Chili","96-624s*","12/05/1998","JB.Munich (Allemagne)","E2 - Andes","","",""
"Cistaceae","Fumana","thymifolia","","","viridis","","","","06-338s","06/11/2006","J.Alp.U.Insbruck (Autriche)","B3 - Alpes Calcaires","","",""
"Amaryllidaceae","Galanthus","nivalis L.","","","","","","Europe","Anc.coll.","","","A9 - Alpes siliceuses","","",""
"Amaryllidaceae","Galanthus","nivalis L.","","","","","","Europe","Anc.coll.","","","I4 - ","","",""
"Fabaceae","Genista","sagittalis L.","","","","","","Europe","97-1173s*","12/07/1999","J.Alp.Meyrin (Suisse)","C8 - ","","",""
"Gentianaceae","Gentiana","bigelowii  A. Gray.","","","","Gentiane","","Mexique","97-679s","19/04/2000","JB.Lyon (France)","C4 - Am-du Nord","","",""
"Gentianaceae","Gentiana","clusii Perrier & Songeon","","","","","","","03-1198s","06/11/2006","J.Alp.Graz (Autriche)","B3 - Alpes Calcaires","","",""
"Gentianaceae","Gentiana","cruciata L.","","","","","","Europe.; Asie boréale","04-243s*","27/03/2006","J.Alp.U.Insbruck (Autriche)","B4 - Pyrénées Calcaires","","",""
"Gentianaceae","Gentiana","cruciata L.","","","","","","Europe.; Asie boréale","03-1015s*","27/03/2006","JB.Besançon (France)","B4 - Pyrénées Calcaires","","",""
"Gentianaceae","Gentiana","cruciata L.","","","","","","Europe.; Asie boréale","90-3071s","","JB.Lausanne (Suisse)","B3 - Alpes Calcaires","","",""
"Gentianaceae","Gentiana","gelida","","","","","","","06-18s","06/11/2006","JB.Grüningen (Suisse)","B3 - Alpes Calcaires","","",""
"Gentianaceae","Gentiana","kurro Royle","","","","","","NE-Chine","90-1880s","","JB.Rotterdam","D1 - Chine, Japon","","",""
"Gentianaceae","Gentiana","lagodechiana Deutsch.","","","","Gentiane","","?","97-2144s","19/04/2000","Acd.Sc. St Petersburg","C4 - Am-du Nord","","",""
"Gentianaceae","Gentiana","lutea L.","","","","","","Europe, Asie mineure","02-231s*","27/03/2006","JBU.Zürich (Suisse)","B3 - Alpes Calcaires","","",""
"Gentianaceae","Gentiana","moorcroftiana Wall.; G. Don","","","","","","Himalaya","90-1881s","","JB.Royal Zoological (Rotterdam)","E3 - ","","",""
"Gentianaceae","Gentiana","robusta Kiche","","","","","","","06-20s","06/11/2006","JB.Grüningen (Suisse)","B3 - Alpes Calcaires","","",""
"Gentianaceae","Gentiana","tiberica King ex Hook.f","","","","","","Reg. Himal. China","05-297s*","27/03/2006","J.Alp.""Viotté"" Trento (Italie)","E1 - Himalaya","","",""
"Gentianaceae","Gentiana","tibetica King.","","","","","","Himalaya; Chine","03-1151s","27/03/2006","JB.National Meise (Belgique)","E1 - Himalaya","","",""
"Geraniaceae","Geranium","endressi  J. Gay.","","","","","","Pyrénées","88-2030s","","J.Alp.La Thomasia (Suisse)","B4 - Pyrénées Calcaires","","",""
"Geraniaceae","Geranium","endressii Gay","","","","","","Pyrénées","01-1538s","27/03/2006","JB.Tourmalet, Barèges (France)","B4 - Pyrénées Calcaires","","",""
"Geraniaceae","Geranium","himalayense Klotzsch","","","","","","Sikkim          Himalaya","08-491s","13/10/2010","JB. Göteborg (Suède)","E1 - Himalaya","","",""
"Geraniaceae","Geranium","macrorrhizum L.","","","","","","Europe Orientale","Anc.coll.","","","B6 - Caucase","","",""
"Geraniaceae","Geranium","maculatum L.","","","","","","Amérique Nord","98-663s*","26/04/2001","JB.South Hadley (U.S.A.)","C4 - Am-du Nord","","",""
"Geraniaceae","Geranium","maculatum L.","","","","","","Amérique Nord","90-2027s","","JB.Northampton Massachusets (USA)","C4 - Am-du Nord","","",""
"Geraniaceae","Geranium","maculatum L.","","","","","","Amérique Nord","92-1104s*","","Réserve Bowman's Hill (U.S.A.)","C4 - Am-du Nord","","",""
"Geraniaceae","Geranium","nepalense Sweet","","","","","","Himalaya","07-1285s","02/03/2009","JB.Lushan (Chine)","E1 - Himalya","2000m","",""
"Geraniaceae","Geranium","sanguineum L.","","","","","","Europe; Caucase","Anc.coll.","","","A10 - ","","",""
"Geraniaceae","Geranium","sanguineum L.","","","","","","Europe; Caucase","Anc.coll.","","","B4 - Pyrénées Calcaires","","",""
"Geraniaceae","Geranium","shikokianum Matsudo","","","","","","Japon","08-281s*","02/03/2009","JB.Takashi (Japon)","D3A - Chine, Japon","","",""
"Geraniaceae","Geranium","sylvaticum  L.","","","","","","Europ.; As.bor","07-732s","28/03/2008","JB.Oberhof (Allemagne)","A9 - Alpes siliceuses","","",""
"Geraniaceae","Geranium","thumbergii","","","","","","","95-2516s*","","","D3F - Chine, Japon","","",""
"Geraniaceae","Geranium","wilfordii Maxim.","","","chinense","","","Chine & Japon","05-2402s","06/11/2006","JB.Lushan (Chine)","D1 - Chine, Japon","","",""
"Geraniaceae","Geranium","yesoense Fanch. & Sav.","","","pseudopalustre","","","Japon","03-1384s*","27/03/2006","JBU.Hokkaido (Japon)","D1 - Chine, Japon","","",""
"Geraniaceae","Geranium","yesoense Fanch.& Sav.","","","pseudopalustre","","","Japon","07-1642s","02/03/2009","JB.Hokkaido (Japon)","D1 - Chine, Japon","","",""
"Rosaceae","Geum","allepicum","strictum R.T.Clausen","","","","","Amérique du nord","06-432s*","28/03/2008","JB.Montréal (Canada)","C6 - Am-du Nord","","",""
"Rosaceae","Geum","canadense Jacq.","","","","","","Amérique boréale","01-1116s*","27/03/2006","BG Michigan State Univ. - East Lansing","C5 - Am-du Nord","","",""
"Rosaceae","Geum","chiloense  Balb.","","","","","","Chili","06-1001s","28/03/2008","JB.Gewurz (Allemagne)","E2 - Andes","","",""
"Rosaceae","Geum","coccineum Sibth. & Sm.","","","","","","Grèce, asie mineure","02-1178s","27/03/2006","JB.Chemnitz (Allemagne)","E2 - Andes","","",""
"Rosaceae","Geum","japonicum Thunb.","","","","","","Japon, Chine","10-254s","29/03/2011","J.B. Klagenfurt (Autriche)","D3A - Chine, Japon","","",""
"Rosaceae","Geum","japonicum Thunb.","","","","","","Japon, Chine","10.536s","29/03/2011","J. alpin la Ramberta, Montreux (Suisse)","D3C - Chine, Japon","","",""
"Rosaceae","Geum","macrophyllum Willd.","","","","","","Amérique boréale occidentale","90-3399s","","JB.Alp.Kirovsk (Russie)","C4 - Am-du Nord","","",""
"Rosaceae","Geum","magellanicum Pers.","","","","","","Roumanie","06-323s","06/11/2006","JB.Munich (Allemagne)","B9 - Caucase","","",""
"Rosaceae","Geum","magellanicum Pers.","","","","","","Am.Nord","07-426s","28/03/2008","JB.Munich (Allemagne)","C3 - Am-du Nord","","",""
"Rosaceae","Geum","rivale L.","","","","","","Rég.bor.temp","06-570s","28/03/2008","JB.Krefeld (Allemagne)","A9 - Alpes siliceuses","","",""
"Rosaceae","Geum","rivale L.","","","","","","Eur.sauf Reg.Med.","07-1378s","02/03/2009","JB.Akureyri (Islande)","B3 - Alpes Calcaires","","",""
"Rosaceae","Geum","rivale L.","","","","","","Europe","08-1130s","13/10/2010","JB.Oslo  (Norvege)","C3 - Péninsule Ibérique","","",""
"Iridaceae","Gladiolus","garnieri Klatt.","","","","","","Madagascar","89-11s","","Mr.Bouet","? - ","","",""
"Globulariaceae","Globularia","cordifolia L.","","","","","","Montagnes C. &S. Europe","02-1817s","06/11/2006","JB.Genève (Suisse)","C5 - Chaînes Pontiques","Rochers, rocailles, éboulis, pentes arides calcaires","",""
"Globulariaceae","Globularia","incanescens Viv.","","","","","","N. Apennins, Alpes, Italie","10.537s","29/03/2011","J. alpin la Ramberta, Montreux (Suisse)","E2 - Alpes Calcaires","","",""
"Globulariacae","Globularia","punctata L.","","","","","","Europe","02-1380s*","27/03/2006","JB.de l'académie des Sciences de Vacratot (Hongrie)","B4 - Pyrénées Calcaires","","",""
